Longitude,Latitude,Name,Description,House,Address,Tags,Category
103.7467345,1.334898437,The Coffee Bean & Tea Leaf - IMM,IMM,2,Jurong East 21,Cafés,Eats
103.7401767,1.333268187,The Coffee Bean & Tea Leaf - Jcube,Jcube,2,Jurong East Central 1,Cafés,Eats
103.7449504,1.385068357,The Coffee Bean & Tea Leaf - Lot One,Lot One,21,Chua Chu Kang Avenue 4,Cafés,Eats
103.7053082,1.339364021,Swee Heng -  Jurong Point,Jurong Point,63,Jurong West Central 3,Bakeries,Eats
103.8717045,1.350438172,Swee Heng - Nex Mall,Nex Mall,23,Serangoon Central,Bakeries,Eats
103.749022,1.35018916,Swee Heng Classic 1989 - West Mall,West Mall,1,Bukit Batok Central Link,Bakeries,Eats
103.8641016,1.309742413,Swee Heng Classic 1989 - The Seletar Mall,The Seletar Mall,33,Sengkang West Ave,Bakeries,Eats
103.7438655,1.335533819,Swee Heng Classic 1989 -Ng Teng Fong General Hospital,Ng Teng Fong General Hospital,1,Jurong East St 21,Bakeries,Eats
103.8520589,1.283619821,Swee Heng Classic 1989 - The Arcade,The Arcade,11,Collyer Quay,Bakeries,Eats
103.7642482,1.314853218,Swee Heng Classic 1989 - The Clementi Mall,The Clementi Mall,3155,Commonwealth Ave West,Bakeries,Eats
103.9396836,1.353496155,Swee Heng Classic 1989 - Tampines Hub,Tampines Hub,51,Tampines Ave 4,Bakeries,Eats
103.8456183,1.276799922,Swee Heng Classic 1989 - Tanjong Pagar Centre,Tanjong Pagar Centre,7,Wallich Street,Bakeries,Eats
103.9044716,1.392197776,Swee Heng Classic 1989 - Rivervale Mall,Rivervale Mall,11,Rivervale Crescent,Bakeries,Eats
103.7053082,1.339364021,Swee Heng Classic 1989 - Jurong Point Centre,Jurong Point Centre,63,Jurong West Central 3,Bakeries,Eats
103.8940672,1.318856103,Swee Heng Classic 1989 - Singpost,Singpost,10,Eunos Road 8,Bakeries,Eats
103.8360921,1.428035845,Swee Heng Classic 1989 - Noth Point City,Noth Point City,1,Northpoint Drive,Bakeries,Eats
103.8330668,1.305005692,Swee Heng Classic 1989 - CK Tangs,CK Tangs,310,Orchard Road,Bakeries,Eats
103.8528448,1.277372343,Swee Heng Classic 1989 -Marina One The Heart,Marina One The Heart,5,Straits View,Bakeries,Eats
103.9131957,1.402878453,Swee Heng Classic 1989 - Oasis Terraces,Oasis Terraces,681,Punggol Drive,Bakeries,Eats
103.8423932,1.27559619,Woobbee - Tanjong Pagar Plaza,,1,Tanjong Pagar Plaza,Beverages,Eats
103.8566974,1.296490718,Woobbee - Shaw Tower,Shaw Towers,100,Beach Road,Beverages,Eats
103.8446971,1.284998828,Woobbee - Chinatown Point,Chinatown Point,133,New Bridge Road,Beverages,Eats
103.7827095,1.293953054,The Coffee Bean & Tea Leaf - National University Hospital,National University Hospital,5,Lower Kent Ridge Road,Cafés,Eats
103.845389,1.321715977,The Coffee Bean & Tea Leaf - Tan Tock Seng Hospital,Tan Tock Seng Hospital,11,Jalan Tan Tock Seng,Cafés,Eats
103.7715625,1.332762597,The Coffee Bean & Tea Leaf - Ngee Ann Polytechnic,Ngee Ann Polytechnic,58-01-09,535 Clementi Road,Cafés,Eats
103.6788181,1.346764651,The Coffee Bean & Tea Leaf - National Technology University,National Technology University,50,Nanyang Avenue,Cafés,Eats
103.8436568,1.320211,The Coffee Bean & Tea Leaf - Velocity @ Novena Square,Velocity @ Novena Square,238,Thomson Road,Cafés,Eats
103.7856887,1.436007845,The Coffee Bean & Tea Leaf - Causeway Point,Causeway Point,1,Woodlands Square,Cafés,Eats
103.869136,1.38739538,The Coffee Bean & Tea Leaf - Greenwich V,Greenwich V,1,Seletar Road,Cafés,Eats
103.8483261,1.332141119,The Coffee Bean & Tea Leaf - HDB Hub,HDB Hub,480,Toa Payoh Lorong 6,Cafés,Eats
103.8484776,1.350239427,The Coffee Bean & Tea Leaf - Bishan,Bishan,9,Bishan Place,Cafés,Eats
103.8650419,1.365160708,The Coffee Bean & Tea Leaf - My Village,My Village,1,Maju Avenue,Cafés,Eats
103.9019882,1.406536107,The Coffee Bean & Tea Leaf - Waterway Point,Waterway Point,83,Punggok Central,Cafés,Eats
103.89498,1.39209415,The Coffee Bean & Tea Leaf - Compass One,Compass One,1,Sengkang Square,Cafés,Eats
103.8717045,1.350438172,The Coffee Bean & Tea Leaf - NEX,NEX,23,Serangoon Central,Cafés,Eats
103.8360921,1.428035845,The Coffee Bean & Tea Leaf - Northpoint City,Northpoint City,1,Northpoint Drive,Cafés,Eats
103.8483992,1.369248913,The Coffee Bean & Tea Leaf - Ang Mo Kio Hub,Ang Mo Kio Hub,53,Ang Mo Kio Avenue 3,Cafés,Eats
103.8564218,1.311305165,The Coffee Bean & Tea Leaf - City Square,City Square,180,Kitchener Road,Cafés,Eats
103.8215893,1.263895802,The Coffee Bean & Tea Leaf - Vivocity,Vivocity,1,Harbourfront Walk,Cafés,Eats
103.8446971,1.284998828,The Coffee Bean & Tea Leaf - Chinatown Point,Chinatown Point,133,New Bridge Road,Cafés,Eats
103.8457032,1.275735681,The Coffee Bean & Tea Leaf - International Plaza,International Plaza,10,Anson Road,Cafés,Eats
103.8533493,1.280227673,The Coffee Bean & Tea Leaf - Marina Bay Link Mall,Marina Bay Link Mall,8A,Marina Boulevard,Cafés,Eats
103.8175345,1.251208568,The Coffee Bean & Tea Leaf - Beach View,Beach View,50,Beach View,Cafés,Eats
103.8733684,1.397719915,Tang Tea House - Jalan Kayu,Jalan Kayu,,Jalan Kayu,Cafés,Eats
103.7260349,1.352819981,Tang Tea House - Jurong West,Jurong West,414,Jurong West Street 42,Cafés,Eats
103.9878666,1.390241377,Tang Tea House - Changi,Changi,,Lorong Bekukong,Cafés,Eats
103.9437277,1.352278032,Food Junction - Century Square,Century Square,2,Tampines Central 5,Restaurants,Eats
103.9044716,1.392197776,Food Junction - Rivervale Mall,Rivervale Mall,11,Rivervale Cres,Restaurants,Eats
103.8940672,1.318856103,Mr Teh Tarik Express - Singapore Post Centre,Singapore Post Centre,10,Eunos Road 8,Restaurants,Eats
103.9851697,1.354370736,Mr Teh Tarik Express - Changi Airport Terminal 3,Changi Airport Terminal 3,65,Airport Boulevard,Restaurants,Eats
103.9851697,1.354370736,Mr Teh Tarik Express - Seletar Airport,Seletar Airport,,Aerospace Road,Restaurants,Eats
103.7697999,1.439038313,"Mr Teh Tarik Cartel, Deli - Marsiling Park",Marsiling Park,20,Woodlands Centre Road,Restaurants,Eats
103.7463359,1.388039416,"Mr Teh Tarik Cartel, Deli - Choa Chu Kang Park",Choa Chu Kang Park,26,Choa Chu Kang Drive,Restaurants,Eats
103.7628428,1.378431008,"Mr Teh Tarik Cartel, Deli - Bukit Panjang Integrated Transport Hub",Bukit Panjang Integrated Transport Hub,15,Petir Road,Restaurants,Eats
103.8367603,1.378582099,Mr Teh Tarik Eating House,Tarik Eating House,608,Ang Mo Kio Ave 5,Restaurants,Eats
103.8456829,1.372628411,Mr Teh Tarik Eating House,Tarik Eating House,728,Ang Mo Kio Ave 6,Restaurants,Eats
103.9419164,1.378607178,Mr Teh Tarik Eating House,Tarik Eating House,625,Elias Road,Restaurants,Eats
103.8979774,1.316725141,Mr Teh Tarik Eating House,Tarik Eating House,1,Geylang Serai,Restaurants,Eats
103.7200224,1.350675726,Mr Teh Tarik Eating House,Tarik Eating House,456,Jurong West Street 41,Restaurants,Eats
103.7750811,1.43011253,Mr Teh Tarik Eating House,Tarik Eating House,306A,Woodlands Street 31,Restaurants,Eats
103.834595,1.416760143,Mr Teh Tarik Eating House,Tarik Eating House,846,Yishun Ring Road,Restaurants,Eats
103.8920556,1.322417535,Mr Teh Tarik Café - CISCO Centre,CISCO Centre,20,Jalan Afifi,Restaurants,Eats
103.988751,1.35519094,Mr Teh Tarik Café - Changi Airport Terminal 2 Carpark,Changi Airport Terminal 2 Carpark,60,Airport Boulevard,Restaurants,Eats
103.9654119,1.333601585,My Eat-In Place Foodcourt - Plaza 8,Plaza 8,1,Changi Business Park Crescent,Restaurants,Eats
103.8602667,1.305713227,Jubilicious - Hotel Boss,Hotel Boss,500,Jalan Sultan,Restaurants,Eats
103.8376844,1.301385095,Gelare - 313@Somerset,313@Somerset,313,Orchard Road,Restaurants,Eats
103.8313951,1.30403577,The Connoisseur Concerto - ION Orchard,ION Orchard,2,Orchard Turn,Restaurants,Eats
103.8310033,1.306075155,The Connoisseur Concerto - International Building,International Building,360,Orchard Road,Restaurants,Eats
103.8315074,1.305809784,The Connoisseur Concerto - Isetan Scotts,Isetan Scotts,350,Orchard Road,Restaurants,Eats
103.8436568,1.320211,The Connoisseur Concerto - Novena Square,Novena Square,238,Thomson Road,Restaurants,Eats
103.8576291,1.283322493,The Connoisseur Concerto - Marina Bay Sands,Marina Bay Sands,2,Bayfront Avenue,Restaurants,Eats
103.84048,1.291286775,The Connoisseur Concerto - The Pier @ Robertson,The Pier @ Robertson,80,Mohamed Sultan Road,Restaurants,Eats
103.8215893,1.263895802,The Connoisseur Concerto - Vivocity,Vivo City,1,Harbourfront Walk,Restaurants,Eats
103.8357765,1.42969848,Mr Coconut - Northpoint City,Northpoint City,930,Yishun Ave 2,Restaurants,Eats
103.8336649,1.307246743,Mr Coconut - Far East Plaza,Far East Plaza,14,Scotts Road,Restaurants,Eats
103.8625256,1.307809275,Mr Coconut - V Hotel Lavender,V Hotel Lavender,70,Jellicoe Road,Restaurants,Eats
103.8583084,1.282333351,Yolé - Marina Bay Sands,Marina Bay Sands,10,Bayfront Avenue,Restaurants,Eats
103.9051136,1.301191307,Yolé - Parkway Parade,Parkway Parade,80,Marine Parade Road,Restaurants,Eats
103.9019882,1.406536107,Yolé - Waterway Point,Waterway Point,83,Punggol Central,Restaurants,Eats
103.7856887,1.436007845,Yolé - Causeway Point,Causeway Point,1,Woodlands Square,Restaurants,Eats
103.89498,1.39209415,Yolé - Compass One,Compass One,1,Sengkang Square,Restaurants,Eats
103.944388,1.352672316,Yolé - Tampines Mall,Tampines Mall,4,Tampines Central 5,Restaurants,Eats
103.9292677,1.324772068,Yolé - Bedok Mall,Bedok Mall,311,New Upper Changi Road,Restaurants,Eats
103.9623893,1.334325156,Yolé - Changi City Point,Changi City Point,5,Changi Business Park Central 1,Restaurants,Eats
103.742586,1.334025287,Yolé - Westgate,Westgate,3,Gateway Drive,Restaurants,Eats
103.7064609,1.339830153,Yolé - Jurong Point,Jurong Point,1,Jurong West Central 2,Restaurants,Eats
103.7628428,1.378431008,Yolé - Hillion Mall,Hillion Mall,17,Petir Road,Restaurants,Eats
103.851262,1.29307884,Yolé - Capitol,Capitol,13,Stamford Road,Restaurants,Eats
103.8527683,1.293760279,Yolé - Raffles City,Raffles City,52,North Bridge Road,Restaurants,Eats
103.8535181,1.299660159,Yolé - Bugis+,Bugis+,201,Victoria Street,Restaurants,Eats
103.7627412,1.378349713,My Briyani House - Hillion Mall,Hillion Mall,15,Petir Road,Restaurants,Eats
103.8482272,1.283154302,Mr Teh Tarik Express - Far East Square,Far East Square,135,Amoy Street,Restaurants,Eats
103.8513798,1.284333921,Mr Teh Tarik Express - Raffles Xchange,Raffles Xchange,5,Raffles Place,Restaurants,Eats
103.8357765,1.42969848,Mr Teh Tarik Express - Northpoint Shopping Centre,Northpoint Shopping Centre,930,Yishun Ave 2,Restaurants,Eats
103.8307218,1.279939682,The Coffee Bean & Tea Leaf - Singapore General Hospital,Singapore General Hospital,1,Outram Road,Restaurants,Eats
103.8104117,1.303297673,Blu Kouzina - Dempsey,Dempsey,10,Dempsey Road,Restaurants,Eats
103.7995693,1.275765729,Kaisen Ichi - Mapletree Business City,Mapletree Business City,40,Pasir Panjang Road,Restaurants,Eats
103.7874041,1.299294056,PastaMania Pronto x Kraftwich - Fusionopolis One,Fusionopolis One,1,Fusionopolis Place,Restaurants,Eats
103.9051136,1.301191307,PastaMania Pronto x Kraftwich - Parkway Parade,Parkway Parade,80,Marine Parade Road,Restaurants,Eats
103.8510556,1.325126527,Collin's - Shaw Plaza,Shaw Plaza,360,Balestier Road,Restaurants,Eats
103.8477757,1.371785516,Collin's - Jubilee,Jubilee Square,61,Ang Mo Kio Ave 8,Restaurants,Eats
103.8570073,1.291455259,Collin's - Marina Square,Marina Square,6,Raffles Boulevard,Restaurants,Eats
103.8364297,1.301521016,Collin's - Cineleisure,Cineleisure Orchard,8,Grange Road,Restaurants,Eats
103.8430012,1.436252532,Collin's - Northpoint,Northpoint City,930,Yishun Ave 2,Restaurants,Eats
103.9851697,1.354370736,Collin's - Changi Airport,Changi Aiport Terminal 3,65,Airport Boulvard,Restaurants,Eats
103.8927467,1.315836748,Collin's - Paya Lebar Quarter,Paya Lebar Quarter,30,Paya Lebar Road,Restaurants,Eats
103.8455807,1.374790095,Dining in Garden - AMK Library,AMK Library,4300,Ang Mo Kio Ave 6,Restaurants,Eats
103.988751,1.35519094,Bakery Cuisine - Terminal 2,Terminal 2,60,Airport Boulevared,Bakeries,Eats
103.9834828,1.338008134,Bakery Cuisine - Terminal 4,Terminal 4,10,Airport Boulevared,Bakeries,Eats
103.7885562,1.298433337,Bakery Cuisine - Innovis,Innovis,2,Fusionopolis Way,Bakeries,Eats
103.7401767,1.333268187,Bakery Cuisine - Jcube,Jcube,2,Jurong East Central,Bakeries,Eats
103.8509824,1.284339935,Bakery Cuisine - OUB Centre,OUB Centre,1,Raffles Place,Bakeries,Eats
103.9044716,1.392197776,Bakery Cuisine - Rivervale Mall,Rivervale Mall,11,Rivervale Crescent,Bakeries,Eats
103.9615482,1.33454977,Bakery Cuisine - Expo MRT Station,Expo MRT Station,21,Changi South Avenue 1,Bakeries,Eats
103.8454218,1.276516012,Bakery Cuisine - Tanjong Pagar MRT Station,Tanjong Pagar MRT Station,120,Maxwell Road,Bakeries,Eats
103.8887158,1.336356489,Bakery Cuisine - Mapletree 18,Mapletree 18,18,Tai Seng Street,Bakeries,Eats
103.7924989,1.30342671,Bakery Cuisine Café - Matrix,Matrix,30,Biopolis Way,Bakeries,Eats
103.8434632,1.31733463,BreadTalk - United Square,United Square Shopping Mall,101,Thomson Road,Bakeries,Eats
103.8896375,1.334345263,BreadTalk - IHQ,BreadTalk IHQ,30,Tai Seng Street,Bakeries,Eats
103.9292677,1.324772068,BreadTalk - Bedok Mall,Bedok Mall,311,New Upper Changi Road,Bakeries,Eats
103.9530245,1.342706186,BreadTalk - East Point,Eastpoint Mall,3,Simei Street 6,Bakeries,Eats
103.8194621,1.448226532,BreadTalk - Sun Plaza,Sun Plaza,30,Sembawang Drive,Bakeries,Eats
103.742586,1.334025287,BreadTalk - Westgate,WestGate,3,Gateway Drive,Bakeries,Eats
103.9019882,1.406536107,BreadTalk - Waterway Point,Waterway Point,83,Punggol Central,Bakeries,Eats
103.89498,1.39209415,BreadTalk - CompassONE,Compass One,1,Sengkang Square,Bakeries,Eats
103.944388,1.352672316,BreadTalk - Tampines Central,Tampines Mall,4,Tampines Central 5,Bakeries,Eats
103.9044716,1.392197776,BreadTalk - Rivervale Mall,Rivervale Mall,11,Rivervale Crescent,Bakeries,Eats
103.8313951,1.30403577,BreadTalk - ION,ION Orchard,2,Orchard Turn,Bakeries,Eats
103.9890776,1.360340997,BreadTalk - Jewel Changi Airport,Jewel,78,Airport Boulevard,Bakeries,Eats
103.8576291,1.283322493,BreadTalk - Marina Bay Sands,Marina Bay Sands,2,Bayfront Avenue,Bakeries,Eats
103.8269351,1.286463453,BreadTalk - Tiong Bahru Plaza,Tiong Bahru Plaza,302,Tiong Bahru Rd,Bakeries,Eats
103.8498342,1.291146273,BreadTalk - Funan,Funan,109,North Bridge Road,Bakeries,Eats
103.8313951,1.30403577,Bread Society by BreadTalk - ION,ION Orchard,2,Orchard Turn,Bakeries,Eats
103.8142456,1.32257317,Da Paolo Gastronomia - Cluny Court,Cluny Court,501,Bukit Timah Road,Restaurants,Eats
103.7961052,1.310529774,Da Paolo Gastronomia - Raffles @ Holland V,Raffles @ Holland V,118,Holland Ave,Restaurants,Eats
103.8576291,1.283322493,Da Paolo Gastronomia - The Shoppes @ Marina Bay Sands,The Shoppes @ Marina Bay Sands,2,Bayfront Avenue,Restaurants,Eats
103.8352403,1.303723214,Da Paolo Gastronomia - Paragon,Paragon,290,Orchard Road,Restaurants,Eats
103.8517641,1.28546633,Da Paolo Gastronomia - Battery Road,Battery Road,6,Battery Road,Restaurants,Eats
103.8215893,1.263895802,Yolé - Vivocity,Vivocity,1,Harbourfront Walk,Restaurants,Eats
103.8451554,1.276724923,Yolé - Tanjong Pagar Centre,Tanjong Pagar Centre,7,Wallich Street,Restaurants,Eats
103.8269351,1.286463453,Yolé - Tiong Bahru Plaza,Tiong Bahru Plaza,302,Tiong Bahru Road,Restaurants,Eats
103.7642482,1.314853218,Yolé - Clementi Mall,Clementi Mall,3155,Commonwealth Avenue West,Restaurants,Eats
103.784084,1.292774313,Yolé - One@Kentridge,One@Kentridge,1,Lower Kent Ridge Road,Restaurants,Eats
103.749022,1.35018916,Yolé - West Mall,West Mall,1,Bukit Batok Central Link,Restaurants,Eats
103.8331896,1.303698902,Yolé - Wisma Atria,Wisma Atria,435,Orchard Road,Restaurants,Eats
103.8328741,1.305022305,Yolé - Marriott Tang Plaza Hotel,Marriott Tang Plaza Hotel,350,Orchard Road,Restaurants,Eats
103.8450476,1.300747543,Yolé - Plaza Singapura,Plaza Singapura,68,Orchard Road,Restaurants,Eats
103.8376844,1.301385095,Yolé - 313 @ Somerset,313 @ Somerset,313,Orchard Road,Restaurants,Eats
103.8434632,1.31733463,Yolé - United Square,United Square,101,Thomson Road,Restaurants,Eats
103.8539423,1.297489753,OTC Café - National Library Building,National Library Building,100,Victoria Street,Cafés,Eats
103.742586,1.334025287,Hajjah Mariam - Westgate,Westgate,3,Gateway Drive,Restaurants,Eats
103.8436568,1.320211,Curry Times - Novena Square,Novena Square,238,Thomson Road,Restaurants,Eats
103.742586,1.334025287,Curry Times - Westgate,Westgate,3,Gateway Drive,Restaurants,Eats
103.8360921,1.428035845,Curry Times - Northpoint City,Northpoint City,1,Northpoint Drive,Restaurants,Eats
103.9851697,1.354370736,Curry Times - Changi Airport T3,Changi Airport T3,65,Airport Boulevard,Restaurants,Eats
103.9834828,1.338008134,Curry Times - Changi Airport T4,Changi Airport T4,30,Airport Boulevard,Restaurants,Eats
103.801127,1.273676578,Curry Times - Alexandra Retail Centre,Alexandra Retail Centre,460,Alexandra Road,Restaurants,Eats
103.8760677,1.391393058,My Briyani House - The Seletar Mall,The Seletar Mall,33,Sengkang West Avenue,Restaurants,Eats
103.7467345,1.334898437,My Briyani House - IMM Building,IMM Building,2,Jurong East Street 21,Restaurants,Eats
103.9129113,1.301433281,My Briyani House - Marine Cove,Marine Cove,1000,East Coast Parkway,Restaurants,Eats
103.89498,1.39209415,My Briyani House - Compass One,Compass One,1,Sengkang Square,Restaurants,Eats
103.9396836,1.353496155,My Briyani House - Tampines Hub,Tampines Hub,51,Tampines Ave 4,Restaurants,Eats
103.8535181,1.299660159,Gelare - Bugis+,Bugis+,201,Victoria Street,Cafés,Eats
103.7856887,1.436007845,Gelare - Causeway Point,Causeway Point,1,Woodlands Square,Cafés,Eats
103.89498,1.39209415,Gelare - Compass One,Compass One,1,Sengkang Square,Cafés,Eats
103.7627412,1.378349713,Gelare - Hillion Mall,Hillion Mall,17,Petir Road,Cafés,Eats
103.7467345,1.334898437,Gelare - IMM Building,IMM Building,2,Jurong East Street 21,Cafés,Eats
103.8484776,1.350239427,Food Junction - Junction 8,Junction 8,9,Bishan Place,Restaurants,Eats
103.7449504,1.385068357,Food Junction - Lot One Shoppers' Mall,Lot One Shoppers' Mall,21,Choa Chu Kang Ave 4,Restaurants,Eats
103.8434632,1.31733463,Food Junction - United Square,United Square,101,Thomson Road,Restaurants,Eats
103.8717045,1.350438172,Food Republic - NEX,Serangoon NEX,23,Serangoon Central,Restaurants,Eats
103.8896375,1.334345263,Food Republic - IHQ,Breadtalk IHQ,30,Tai Seng Street,Restaurants,Eats
103.8564218,1.311305165,Food Republic - City Square Mall,City Square Mall,180,Kitchener Road,Restaurants,Eats
103.742586,1.334025287,Food Republic - Westgate,Westgate,3,Gateway Drive,Restaurants,Eats
103.8416008,1.433031973,My Kampung - Junction Nine,Junction Nine,18,Yishun Ave 9,Restaurants,Eats
103.8727507,1.303843268,My Kampung - Sports Hub,Kallang Wave Mall,1,Stadium Place,Restaurants,Eats
103.9316206,1.326984988,My Kampung - Heartbeat@Bedok,Heartbeat@Bedok,11,Bedok North St 1,Restaurants,Eats
103.8445886,1.286473562,Tiffany Café & Restaurant,Furama City Centre,,Eu Tong Sen Street,Cafés,Eats
103.874762,1.312173761,Segar Village - Sims Way,Sims Way,19,Sims Way,Restaurants,Eats
103.8446971,1.284998828,Segar @ Chinatown,Chinatown Point,133,North Bridge Road,Restaurants,Eats
103.7882145,1.306848818,Segar @ Star Vista,The Star Vista,1,Vista Exchange Green,Restaurants,Eats
103.9535991,1.377140734,Segar @ Downtown East,E! Avenue @ Down Town East Market Square,1,Pasir Ris Close,Restaurants,Eats
103.7652845,1.303582681,West Co'z Café - West Coast Plaza,West Coast Plaza,154,West Coast Road,Cafés,Eats
103.7465581,1.397301904,West Co'z Café - Yew Tee Plaza,Yew Tee Point,21,Chua Chu Kang North 6,Cafés,Eats
103.7600416,1.380605125,West Co'z Café - Junction 10,Junction 10,1,Woodlands Road,Cafés,Eats
103.7708598,1.313530394,A-Poh Kitchen - Clementi Ave 2,Clementi Ave 2,354,Clementi Avenue 2,Cafés,Eats
103.845389,1.321715977,Kaffe & Toast - TTSH,Tan Tock Seng Hospital,11,Jalan Tan Tock Seng,Cafés,Eats
103.8930013,1.394299412,Kaffe & Toast - SKH,Sengkang General Hospital,110,Sengkang E Way,Cafés,Eats
103.8359544,1.278632602,Kaffe & Toast - NHC,National Heart Centre,5,Hospital Drive,Cafés,Eats
103.8466501,1.310448527,Ma Mum - KKH,KK Women's and Children's Hospital (KKH),100,Bukit Timah Road,Restaurants,Eats
103.7438655,1.335533819,Ma Mum - Ng Teng Fong Hospital,Ng Teng Fong General Hospital,1,Jurong East Street 21,Restaurants,Eats
103.8025454,1.456912052,Pro*3 Institutional Catering,Select Group Building,24A,Senoko South Road,Restaurants,Eats
103.8569494,1.340088009,ADACafe@AgapeV - Agape Village,Agape Village,7A,Toa Payoh Lor 8,Cafés,Eats
103.8292926,1.281861418,Tuan Yuan - Kim Tian Green,Kim Tian Green,127,Kim Tian Road,Restaurants,Eats
103.77524,1.342634175,Five Star Hainanese Kampung Chicken Rice - Cheong Chin Nam,Cheong Chin Nam,7,Cheong Chin Nam Road,Restaurants,Eats
103.8296314,1.295164808,Five Star Hainanese Kampung Chicken Rice - River Valley,River Valley,419,River Valley Road,Restaurants,Eats
103.9063784,1.307170351,Five Star Hainanese Kampung Chicken Rice - Katong,Katong,191,East Coast Road,Restaurants,Eats
103.9019735,1.310295458,Hjh Maimunah - Joo Chiat,Joo Chiat,20,Joo Chiat Road,Restaurants,Eats
103.8585535,1.303107095,Hjh Maimunah - Jalan Pisang,Jalan Pisang,11 & 17,Jalan Pisang,Restaurants,Eats
103.959198,1.368587029,Food Canopy - Pasir Ris East Community Centre,Pasir Ris East Community Centre,1,Pasir Ris Drive 4,Restaurants,Eats
103.8466501,1.310448527,Delifrance @ KK Hospital,KK Hospital,100,Bukit Timah Road,Cafés,Eats
103.80501,1.288614687,The Connoisseur Concerto - Anchorpoint,Anchorpoint,370,Alexandra Road,Cafés,Eats
103.8464155,1.290508194,The Connoisseur Concerto - Clarke Quay,Clarke Quay,3E,River Valley Road,Cafés,Eats
103.854867,1.298469647,The Connoisseur Concerto - Bugis Junction,Bugis Junction,80,Middle Road,Cafés,Eats
103.854867,1.298469647,The Connoisseur Concerto - Bugis Junction (Atrium),Bugis Junction,80,Middle Road,Cafés,Eats
103.8496404,1.285893689,The Connoisseur Concerto - Circular Road,Circular Road,51,Circular Road,Cafés,Eats
103.846556,1.288862917,The Connoisseur Concerto - The Central,The Central,6,Eu Tong Sen Street,Cafés,Eats
103.8317579,1.293802346,The Connoisseur Concerto - Great World City,Great World City,1,Kim Seng Promenade,Cafés,Eats
103.7463772,1.325199517,The Connoisseur Concerto - German Centre,German Centre,25,International Business Park,Cafés,Eats
103.8527683,1.293760279,Da Paolo Gastronomia - Raffles City,Raffles City,252,North Bridge Road,Cafés,Eats
103.8215893,1.263895802,Da Paolo Gastronomia - VivoCity,VivoCity,1,Harbourfront Walk,Cafés,Eats
103.8590759,1.303236863,Sabar Menanti II - North Bridge Road,North Bridge Road,747,North Bridge Road,Restaurants,Eats
103.8512518,1.308580912,Sakunthala's - Race Course Road,Race Course Road,66,Race Course Road,Restaurants,Eats
103.8521027,1.305942058,Sakunthala's - Dunlop Street,Dunlop Street,151,Dunlop Street,Restaurants,Eats
103.8556725,1.309228872,Sakunthala's - Syed Alwi Road,Syed Alwi Road,88,Syed Alwi Road,Restaurants,Eats
103.9636539,1.334919773,Sakunthala's - Changi Business Park,UE Bizhub East,8,Changi Business Park,Restaurants,Eats
103.9012242,1.316494598,HealthyPlatz - WIS@Changi,WIS@Changi,116,Changi Road,Restaurants,Eats
103.8170708,1.251669922,Good Old Days - Siloso Beach Walk,Siloso Beach Walk,60,Siloso Beach Walk,Restaurants,Eats
103.8477982,1.32139722,Nectar - Tan Tock Seng Hospital,Tan Tock Seng Hospital,16,Jalan Tan Tock Seng,Cafés,Eats
103.9050439,1.305223056,Nectar - I12 Katong,I12 Katong,112,East Coast Road,Cafés,Eats
103.9131957,1.402878453,Nectar - Oasis Terraces,Oasis Terraces,681,Punggol Drive,Cafés,Eats
103.9890776,1.360340997,Nectar - Jewel,Jewel,78,Airport Boulevard,Cafés,Eats
103.845389,1.321715977,Toast Box - Tan Tock Seng Hospital,Tan Tock Seng Hospital,,Jalan Tan Tock Seng,Cafés,Eats
103.8510443,1.291156835,Pretty Easy Café - The Adelphi,The Adelphi,1,Coleman Street,Cafés,Eats
103.8641016,1.309742413,Nature's Nutrition - Aperia Mall,Aperia Mall,12,Kallang Avenue,Cafés,Eats
103.8483453,1.283408075,Nature's Nutrition - Far East Square,Far East Square,137,Amoy Street,Cafés,Eats
103.8930013,1.394299412,Aunty Rosie's Urban Padang Cuisine - Sengkang General & Community Hospital,Sengkang General & Community Hospital,110,Sengkang East Way,Restaurants,Eats
103.8552756,1.309600877,Copper Chimney - Syed Alwi Road,Syed Alwi Road,100,Syed Alwi Road,Restaurants,Eats
103.849956,1.306247219,Kamala Restaurant - Buffalo Road,Buffalo Road,662,Buffalo Road,Restaurants,Eats
103.8484776,1.350239427,Saybons @ Junction 8,Junction 8,9,Bishan Place,Restaurants,Eats
103.8466501,1.310448527,Savoir @ KK Hospital,KK Women's and Children's Hospital (KKH),100,Bukit Timah Road,Restaurants,Eats
103.8484086,1.2769807,Saybons @ Downtown Gallery,OUE Downtown,6,Shenton Way,Restaurants,Eats
103.8375243,1.341809693,Saybons @ Mt Alvernia,Mt Alvernia Hospital,820,Thomson Road,Restaurants,Eats
103.9450195,1.35431556,Sushi Express Tampines 1,Tampines One,10,Tampines Central 1,Restaurants,Eats
103.8760677,1.391393058,Sushi Express Seletar Mall,Seletar Mall,33,Sengkang West Avenue,Restaurants,Eats
103.8717045,1.350438172,Sushi Express NEX,NEX,23,Serangoon Central,Restaurants,Eats
103.7641729,1.362674506,Burger King - HillV2,HillV2,4,Hillview Rise,Fastfood,Eats
103.7467345,1.334898437,Burger King - IMM Building,IMM Building,2,Jurong East Street 21,Fastfood,Eats
103.8524489,1.284132517,Burger King - Income At Raffles,Income At Raffles,16,Collyer Quay,Fastfood,Eats
103.7431704,1.33320021,Burger King - JEM,JEM,50,Jurong Gateway Road,Fastfood,Eats
